"Identificador de URL";Nombre;Categorías;"Nombre de propiedad 1";"Valor de propiedad 1";"Nombre de propiedad 2";"Valor de propiedad 2";"Nombre de propiedad 3";"Valor de propiedad 3";Precio;"Precio promocional";"Peso (kg)";"Alto (cm)";"Ancho (cm)";"Profundidad (cm)";Stock;SKU;"Código de barras";"Mostrar en tienda";"Envío sin cargo";Descripción;Tags;"Título para SEO";"Descripción para SEO";Marca;"Producto Físico";"MPN (Número de pieza del fabricante)";Sexo;"Rango de edad";Costo
combo-ideal-para-hacer-llaveros;"Combo Ideal Llaveros - El Más Vendido Para Principiantes";"Combos > Combos para hacer llaveros";;;;;;;47,000.00;42,000.00;0.55;1.00;1.00;1.00;82;"300g + molde para compartir + plancha dijes + 3 escamas + 10 llaveros";;SI;NO;;"300 gr, advance coat, argentina, buenos aires, combo, combo advance coat, combo emprendedor, combo resina, combo todo incluido, como hacer llaveros, comprar combo resina argentina, comprar online argentina, descuento, dijes, envio argentina, kit completo principiantes, kit emprendimiento, kit hobbistas, kit incial, kit manualidades, kit para empezar, kit para regalar, kit resina epoxi, llaveros, llaveros para vender, llaveros personalizados, llaveros resina, molde, molde llaveros, moldes silicona, principiante, promocion, resina cristal, resina de 300 gramos, set resina epoxi";"Combo Ideal Llaveros | Advance Coat";;"Advance Coat";SI;;;;
resina-epoxi-cristal-glass-1kg;"Resina Epoxi Cristal 1kg - Para Producción Continua";"Resinas Epoxi > Resina Epoxi Cristal, Combos Cursos Online";;;;;;;65,000.00;60,000.00;1.30;1.00;1.00;1.00;912;"750g + 300g";;SI;NO;;"1 kg, 1.5, 1.5kg, 1kg, argentina, buenos aires, comprar online argentina, comprar resina online, donde comprar resina, envio argentina, kit resina 1.5kg, resina advance coat, resina alta calidad, resina argentina, resina argentina envio, resina cristal, resina de 1.5kg, resina epoxi, resina epoxi cristal, resina epoxica 1.5kg, resina manualidades argentina, resina para accesorios, resina para anillos, resina para dijes, resina para emprender, resina para fundas, resina para hacer accesorios, resina para llaveros, resina para mesas, resina profesional, resina sin burbujas, resina transparente";"Resina Epoxi Cristal 1kg | Calidad Pro | Advance Coat";"? Resina Epoxi Cristal 1kg cristal sin burbujas. La elegida por +5000 emprendedoras. Envío gratis +$100K. 12 cuotas sin interés. ¡Comprá ahora!";"Advance Coat";SI;;;;
molde-para-encapsular-con-resina-epoxi;"Molde para Encapsular con Resina Epoxi";"Moldes de Silicona ";;;;;;;9,500.00;;0.15;1.00;1.00;1.00;0;"molde 4 cilindros";;NO;NO;;"4 cilindros, argentina, buenos aires, cilindro, cilindros, circulo, comprar online argentina, comprar resina online, donde comprar resina, envio argentina, forma, formas, molde silicona, molde silicona para resina, molde silicona para resina epoxi, moldes silicona, resina advance coat, resina alta calidad, resina argentina, resina argentina envio, resina cristal, resina epoxi, resina epoxi cristal, resina manualidades argentina, resina para dijes, resina para emprender, resina para hacer accesorios, resina para llaveros, resina profesional, resina sin burbujas, resina transparente, silicona";"Molde para Encapsular con Resina Epoxi | Advance Coat";"? Molde para Encapsular con Resina Epoxi cristal sin burbujas. La elegida por +5000 emprendedoras. Envío gratis +$100K. 12 cuotas sin interés. ¡Comprá ahora!";"Advance Coat";SI;;;;
molde-de-gatitos;"Molde Silicona Gatitos - para Amantes de Mascotas";"Moldes de Silicona ";;;;;;;4,500.00;;0.05;1.00;1.00;1.00;0;"Molde Gatitos";;NO;NO;;"argentina, brillante, buenos aires, comprar moldes argentina, comprar online argentina, dije de patita, envio argentina, formas, garra, molde acabado brillante, molde alta calidad, molde de patitas, molde de perrito, molde de perro, molde duradero, molde flexible, molde garra, molde manualidades, molde para llaveros, molde patitas, molde perrito, molde perro, molde profesional, molde resina epoxi, molde reutilizable, molde silicona, molde silicona para resina, molde silicona para resina epoxi, moldes para emprender, moldes para vender, moldes resina, moldes silicona, moldes silicona argentina, opaco, pata";"Molde Silicona Gatitos | Resina Epoxi | Advance Coat";"? Molde Silicona Gatitos de calidad pro. Silicona flexible, acabado brillante. Para llaveros, dijes y bijouterie. Envío gratis +$100K. ¡Empezá hoy!";"Advance Coat";SI;;;;
molde-cruz;"Molde Silicona Cruz - Para Dijes Artesanales";"Moldes de Silicona ";;;;;;;4,500.00;;0.02;1.00;1.00;1.00;3;"molde cruz";;NO;NO;;"argentina, buenos aires, colgante de cruz, collares, comprar moldes argentina, comprar online argentina, cruz, cruz colgante, cruz religiosa, cruz resina, dije, dijes, envio argentina, formas, llavero de cruz, molde acabado brillante, molde alta calidad, molde cruz, molde de cruz, molde duradero, molde flexible, molde llavero, molde manualidades, molde para llaveros, molde profesional, molde resina epoxi, molde reutilizable, molde silicona, molde silicona para resina, molde silicona para resina epoxi, moldes para emprender, moldes para vender, moldes resina, moldes silicona, moldes silicona argentina";"Molde Silicona Cruz | Resina Epoxi | Advance Coat";"? Molde Silicona Cruz de calidad pro. Silicona flexible, acabado brillante. Para llaveros, dijes y bijouterie. Envío gratis +$100K. ¡Empezá hoy!";"Advance Coat";SI;;;;
molde-de-oso-3d;"Molde Silicona Oso 3D - para Amantes de Mascotas";"Moldes de Silicona ";;;;;;;7,500.00;;0.08;1.00;1.00;2.00;0;"Molde oso 3D";;NO;NO;;"acabado impresion 3d, animal, argentina, buenos aires, comprar moldes argentina, comprar online argentina, envio argentina, formas, mascotas resina, molde, molde acabado brillante, molde alta calidad, molde de llavero, molde de oso, molde duradero, molde flexible, molde manualidades, molde osito, molde oso, molde para llavero de resina, molde profesional, molde resina epoxi, molde reutilizable, molde silicona, molde silicona para resina, molde silicona para resina epoxi, moldes para emprender, moldes para vender, moldes resina, moldes silicona, moldes silicona argentina, osito, oso resina, recubrimiento 3d, resina 3d";"Molde Silicona Oso 3D | Resina Epoxi | Advance Coat";"? Molde Silicona Oso 3D de calidad pro. Silicona flexible, acabado brillante. Para llaveros, dijes y bijouterie. Envío gratis +$100K. ¡Empezá hoy!";"Advance Coat";SI;;;;
molde-bandeja-rectangular;"Molde Silicona Bandeja Rectangular - Bandejas Decorativas";"Moldes de Silicona ";;;;;;;15,000.00;;0.20;1.00;1.00;1.00;0;"Molde Bandeja Rectangular";;NO;NO;;"apoya vasos resina, argentina, bandeja, bandeja artesanal, bandeja decorativa, bandeja resina, bandejita rectangular, buenos aires, comprar moldes argentina, comprar online argentina, envio argentina, molde acabado brillante, molde alta calidad, molde bandeja rectangular, molde duradero, molde flexible, molde manualidades, molde profesional, molde resina epoxi, molde reutilizable, molde silicona, molde silicona para resina, molde silicona para resina epoxi, moldes para emprender, moldes para vender, moldes resina, moldes silicona, moldes silicona argentina, rectangular, silicona";"Molde Silicona Bandeja Rectangular";"? Molde Silicona Bandeja Rectangular de calidad pro. Silicona flexible, acabado brillante. Para llaveros, dijes y bijouterie. Envío gratis +$100K. ¡Empezá hoy!";"Advance Coat";SI;;;;
molde-de-gato-3d;"Molde Silicona Gato 3D - Amantes de Mascotas";"Moldes de Silicona ";;;;;;;8,500.00;;0.08;1.00;1.00;1.00;0;"Molde gato 3D";;NO;NO;;"acabado impresion 3d, amantes gatos, animal, argentina, buenos aires, cat lover, comprar moldes argentina, comprar online argentina, envio argentina, formas, gatito, gato, gatos resina, molde, molde acabado brillante, molde alta calidad, molde de gato, molde de llavero, molde duradero, molde flexible, molde gatito, molde gato, molde manualidades, molde para llavero de resina, molde profesional, molde resina epoxi, molde reutilizable, molde silicona, molde silicona para resina, moldes para emprender, moldes para vender, moldes resina, moldes silicona argentina, recubrimiento 3d, resina 3d";"Molde Silicona Gato 3D | Resina Epoxi | Advance Coat";"? Molde Silicona Gato 3D de calidad pro. Silicona flexible, acabado brillante. Para llaveros, dijes y bijouterie. Envío gratis +$100K. ¡Empezá hoy!";"Advance Coat";SI;;;;
molde-athena-para-dijes-colgantes;"Molde Silicona Athena para Dijes Colgantes - Para Dijes Artesanales";"Moldes de Silicona ";;;;;;;7,500.00;;0.05;1.00;1.00;1.00;86;"Molde athena";;SI;NO;;"argentina, buenos aires, chapita, colgante, colgantes, comprar moldes argentina, comprar online argentina, dije, dijes, dijes artesanales, dijes para collares, dijes para emprender, dijes resina epoxi, envio argentina, formas, llavero, llaveros, molde acabado brillante, molde alta calidad, molde dijes, molde duradero, molde flexible, molde llavero, molde manualidades, molde para colgante, molde para dijes, molde para llaveros, molde profesional, molde resina epoxi, molde reutilizable, molde silicona, moldes para emprender, moldes para vender, moldes resina, moldes silicona argentina";"Molde Silicona Athena para Dijes Colgantes";"? Molde Silicona Athena para Dijes Colgantes de calidad pro. Silicona flexible, acabado brillante. Para llaveros, dijes y bijouterie. Envío gratis +$100K. ¡E...";"Advance Coat";SI;;;;
molde-oraculo-para-dijes-colgantes;"Molde Silicona Oráculo para Dijes Colgantes - Para Dijes Artesanales";"Moldes de Silicona ";;;;;;;6,500.00;;0.05;1.00;1.00;1.00;93;"Molde oráculo";;SI;NO;;"argentina, buenos aires, chapita, colgante, colgantes, comprar moldes argentina, comprar online argentina, dije, dijes, dijes artesanales, dijes para collares, dijes para emprender, dijes resina epoxi, envio argentina, formas, llavero, llaveros, molde acabado brillante, molde alta calidad, molde dijes, molde duradero, molde flexible, molde llavero, molde manualidades, molde para colgante, molde para dijes, molde para llaveros, molde profesional, molde resina epoxi, molde reutilizable, molde silicona, moldes para emprender, moldes para vender, moldes resina, moldes silicona argentina";"Molde Silicona Oráculo para Dijes Colgantes";"? Molde Silicona Oráculo para Dijes Colgantes de calidad pro. Silicona flexible, acabado brillante. Para llaveros, dijes y bijouterie. Envío gratis +$100K. ¡...";"Advance Coat";SI;;;;
molde-de-patitas-para-llaveros;"Molde Silicona Patitas para Llaveros - Llaveros Personalizados";"Moldes de Silicona ";;;;;;;8,500.00;7,000.00;0.05;1.00;1.00;1.00;12;"Molde Patitas";;SI;NO;;"argentina, brillante, buenos aires, como hacer llaveros, comprar moldes argentina, comprar online argentina, dije de patita, envio argentina, formas, garra, huellitas resina, llaveros para vender, llaveros personalizados, llaveros resina, mascotas resina, molde acabado brillante, molde alta calidad, molde de patitas, molde de perrito, molde de perro, molde duradero, molde flexible, molde garra, molde llaveros, molde manualidades, molde para llaveros, molde profesional, molde resina epoxi, molde reutilizable, molde silicona, moldes para emprender, moldes para vender, moldes resina, moldes silicona argentina, patitas resina";"Molde Silicona Patitas para Llaveros";"? Molde Silicona Patitas para Llaveros de calidad pro. Silicona flexible, acabado brillante. Para llaveros, dijes y bijouterie. Envío gratis +$100K. ¡Empezá ...";"Advance Coat";SI;;;;
molde-de-hoja-para-centro-de-mesa;"Molde Silicona Hoja para Centro de Mesa - Diseño Botánico Natural";"Moldes de Silicona ";;;;;;;3,000.00;;0.13;1.00;1.00;1.00;0;"Molde hoja centro de mesa";;NO;NO;;"argentina, buenos aires, centro de mesa, comprar moldes argentina, comprar online argentina, envio argentina, forma de hoja, hoja, hoja de palmera, hoja palmera, molde acabado brillante, molde alta calidad, molde con forma de hoja, molde duradero, molde flexible, molde manualidades, molde profesional, molde resina epoxi, molde reutilizable, molde silicona, molde silicona para resina, molde silicona para resina epoxi, moldes para emprender, moldes para vender, moldes resina, moldes silicona, moldes silicona argentina, palmera, silicona";"Molde Silicona Hoja para Centro de Mesa";"? Molde Silicona Hoja para Centro de Mesa de calidad pro. Silicona flexible, acabado brillante. Para llaveros, dijes y bijouterie. Envío gratis +$100K. ¡Empe...";"Advance Coat";SI;;;;
molde-de-cajita-con-forma-de-corazon;"Molde Silicona Cajita con Forma de Corazón - Cajitas y Joyeros";"Moldes de Silicona ";;;;;;;9,000.00;8,500.00;0.08;1.00;1.00;1.00;3;"Molde cajita corazon";;SI;NO;;"argentina, buenos aires, caja con forma de corazon para resina epoxi, cajita, cajita regalo, cajitas resina, chapita de corazon, comprar moldes argentina, comprar online argentina, corazon dije, corazon llavero, corazon resina, corazones, envio argentina, formas, joyeros resina, molde acabado brillante, molde alta calidad, molde de caja, molde de cajita corazon, molde de corazon, molde duradero, molde flexible, molde manualidades, molde profesional, molde resina epoxi, molde reutilizable, molde silicona, moldes para emprender, moldes para vender, moldes resina, moldes silicona argentina, packaging artesanal, regalo parejas, san valentin";"Molde Silicona Cajita con Forma de Corazón";"? Molde Silicona Cajita con Forma de Corazón de calidad pro. Silicona flexible, acabado brillante. Para llaveros, dijes y bijouterie. Envío gratis +$100K. ¡E...";"Advance Coat";SI;;;;
molde-de-corazon-dividido-para-parejas;"Molde Silicona Corazón Dividido para Parejas - Diseño Romántico";"Moldes de Silicona ";;;;;;;5,500.00;5,000.00;0.02;1.00;1.00;1.00;1;"Molde corazon pareja";;SI;NO;;"argentina, buenos aires, chapita, chapita de corazon, chapita de perro, comprar moldes argentina, comprar online argentina, corazon llavero, corazon resina, corazones, envio argentina, formas, molde acabado brillante, molde alta calidad, molde corazon, molde de corazon, molde duradero, molde flexible, molde llavero, molde manualidades, molde nube, molde para llaveros, molde profesional, molde resina epoxi, molde reutilizable, molde silicona, molde silicona para resina, molde silicona para resina epoxi, moldes para emprender, moldes para vender, moldes resina, moldes silicona, moldes silicona argentina, regalo amor, silicona";"Molde Silicona Corazón Dividido para Parejas";"? Molde Silicona Corazón Dividido para Parejas de calidad pro. Silicona flexible, acabado brillante. Para llaveros, dijes y bijouterie. Envío gratis +$100K. ...";"Advance Coat";SI;;;;
molde-de-lapicera-rectangular;"Molde Silicona Lapicera Rectangular - Modelo Más Pedido";"Moldes de Silicona ";;;;;;;6,500.00;6,000.00;0.02;1.00;1.00;1.00;86;"Molde Lapicera Rectangular";;SI;NO;;"argentina, boligrafo, buenos aires, comprar moldes argentina, comprar online argentina, envio argentina, escuela, formas, lapicera, lapiceras corporativas, lapiceras personalizadas, lapiceras regalo, lapiceras resina, molde acabado brillante, molde alta calidad, molde duradero, molde flexible, molde lapicera, molde manualidades, molde profesional, molde resina epoxi, molde reutilizable, molde silicona, molde silicona para resina, molde silicona para resina epoxi, moldes para emprender, moldes para vender, moldes resina, moldes silicona, moldes silicona argentina, silicona";"Molde Silicona Lapicera Rectangular";"? Molde Silicona Lapicera Rectangular de calidad pro. Silicona flexible, acabado brillante. Para llaveros, dijes y bijouterie. Envío gratis +$100K. ¡Empezá hoy!";"Advance Coat";SI;;;;
soporte-de-bandeja-triple;"Soporte Bandeja Triple - Decoración Única";"Extras Para Resina, Moldes de Silicona ";Color;Plateado;;;;;5,500.00;5,000.00;0.08;1.00;1.00;1.00;45;"soporte de bandeja triple";;SI;NO;;"accesorios para emprender, accesorios resina, advance coat, apoya vasos resina, argentina, bandeja, bandeja artesanal, bandeja decorativa, bandeja resina, bandeja triple, buenos aires, comprar online argentina, dorado, envio argentina, herramientas profesionales, herramientas resina epoxi, insumos manualidades, metal, plateado, resina epoxi, soporte, soporte de bandeja triple, soporte para bandeja, soporte para resina epoxi, utiles resina";"Soporte Bandeja Triple | Advance Coat";;"Advance Coat";SI;;;;
